COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
zero,26650,171,17,211509,185,0,6,very_unsat,little,considering,STAY
one,156307,56,7,765566,826,21,4,very_unsat,little,no,LEAVE
one,48799,0,8,157765,188,0,6,very_unsat,very_high,considering,STAY
one,99608,43,20,679555,391,4,4,very_unsat,little,considering,STAY
one,91521,61,0,947179,344,4,13,very_unsat,very_little,never_thought,STAY
zero,29867,212,64,826690,226,24,1,very_unsat,little,considering,STAY
zero,131094,218,15,216755,569,15,5,very_unsat,avg,considering,LEAVE
one,133642,182,66,205531,548,27,1,very_unsat,little,no,LEAVE
zero,69040,58,0,240705,264,4,1,very_unsat,very_high,no,LEAVE
one,21852,57,21,972589,160,3,6,very_unsat,very_high,no,STAY
one,30789,0,24,729202,163,1,5,very_unsat,little,actively_looking_into_it,STAY
zero,156786,149,0,336095,543,20,8,very_sat,avg,considering,STAY
zero,82134,209,35,936201,298,23,2,very_unsat,very_high,considering,STAY
zero,48287,187,23,782996,208,18,4,unsat,little,actively_looking_into_it,STAY
zero,32922,228,7,860620,149,18,5,very_unsat,little,never_thought,STAY
one,155315,0,46,389134,472,0,2,very_unsat,high,never_thought,STAY
one,22120,174,0,711348,173,15,15,very_sat,little,considering,STAY
zero,103392,191,27,805969,894,26,1,very_sat,very_little,considering,LEAVE
zero,85395,0,17,238593,339,0,6,avg,very_high,never_thought,STAY
zero,125505,37,66,896997,329,3,1,very_unsat,very_high,never_thought,STAY
one,22289,61,0,752752,216,3,2,unsat,high,considering,STAY
one,78414,0,19,285380,284,1,6,very_sat,high,actively_looking_into_it,STAY
one,64751,169,14,704461,370,21,6,very_unsat,avg,actively_looking_into_it,STAY
one,119384,187,33,912099,566,26,2,very_unsat,little,considering,STAY
zero,74844,0,16,743602,304,1,6,very_unsat,little,considering,STAY
one,22763,0,16,752369,196,0,4,very_sat,very_high,considering,STAY
zero,47155,57,12,690658,144,3,4,very_unsat,very_little,never_thought,STAY
zero,105523,37,0,502131,425,3,9,unsat,very_little,actively_looking_into_it,LEAVE
zero,67948,0,38,570370,281,0,13,very_unsat,high,considering,STAY
one,23503,198,23,436365,153,14,4,unsat,very_little,no,STAY
one,90515,62,0,659860,359,3,14,very_unsat,very_little,perhaps,STAY
zero,66693,153,27,236124,336,23,6,avg,high,actively_looking_into_it,LEAVE
zero,49136,64,56,447197,138,3,2,very_unsat,very_little,actively_looking_into_it,STAY
zero,53421,0,63,363214,256,0,1,very_unsat,very_high,no,STAY
zero,20551,0,75,293828,482,0,1,very_unsat,little,actively_looking_into_it,STAY
zero,42700,0,36,317656,240,24,2,very_unsat,little,no,LEAVE
zero,147322,176,67,286946,615,14,1,very_sat,very_high,considering,STAY
zero,139634,197,0,290808,805,0,14,very_sat,little,actively_looking_into_it,LEAVE
zero,79533,32,0,861643,387,4,9,very_sat,little,never_thought,STAY
zero,53968,201,0,233893,361,21,11,very_unsat,very_little,never_thought,STAY
zero,99554,48,0,676806,328,5,9,very_unsat,little,considering,LEAVE
one,20022,205,36,450516,242,17,1,avg,little,no,LEAVE
zero,134320,0,16,444630,878,1,4,very_unsat,very_high,never_thought,STAY
zero,89595,186,35,678470,333,26,2,very_sat,high,considering,STAY
zero,120424,0,0,418354,787,1,14,sat,very_little,considering,STAY
zero,55996,0,43,591801,305,1,1,unsat,very_little,no,STAY
zero,64003,62,29,888432,277,5,4,very_unsat,little,no,STAY
zero,36582,65,0,256408,133,5,1,very_sat,little,considering,STAY
one,68496,0,0,519114,319,0,14,very_unsat,little,considering,STAY
zero,30761,215,10,798143,214,11,8,very_unsat,little,actively_looking_into_it,STAY
zero,155058,43,0,286356,516,5,9,very_unsat,little,considering,STAY
zero,128961,44,75,190452,688,5,2,avg,little,perhaps,LEAVE
zero,34773,0,0,623911,190,1,8,very_unsat,little,actively_looking_into_it,STAY
zero,139791,57,8,285018,443,3,5,unsat,high,considering,STAY
one,81123,0,18,929323,300,1,4,very_unsat,little,no,STAY
one,92322,0,13,603862,584,0,4,sat,high,considering,STAY
zero,55429,0,0,863027,389,1,15,very_unsat,very_high,actively_looking_into_it,STAY
one,26728,53,67,463214,244,3,1,very_unsat,very_little,actively_looking_into_it,LEAVE
one,20441,0,0,662368,305,23,12,very_unsat,very_little,never_thought,STAY
zero,36987,0,16,301098,137,0,4,very_sat,very_little,considering,STAY
one,136625,49,24,287204,814,0,5,very_unsat,high,considering,STAY
zero,87210,222,45,849845,334,21,2,very_unsat,little,no,STAY
zero,61738,0,0,435967,264,0,9,unsat,little,considering,STAY
zero,44798,0,7,503242,181,1,4,very_sat,avg,never_thought,STAY
zero,141565,79,0,826328,635,3,8,avg,very_high,actively_looking_into_it,STAY
zero,97420,209,12,736946,385,20,4,very_unsat,very_high,perhaps,STAY
zero,82470,47,61,272385,322,4,1,very_unsat,very_high,considering,STAY
zero,86130,0,22,308664,299,0,4,very_unsat,very_high,considering,LEAVE
zero,25105,263,14,881936,185,25,14,very_unsat,very_little,considering,STAY
one,107117,0,6,289973,436,1,6,avg,very_high,never_thought,STAY
zero,36776,37,79,507490,162,3,1,very_sat,little,considering,STAY
one,34560,23,0,328231,229,3,9,very_unsat,high,considering,STAY
zero,142313,77,0,297720,480,3,13,very_unsat,little,perhaps,STAY
zero,50342,0,33,608449,331,1,2,very_unsat,very_high,no,STAY
one,90046,0,17,367073,263,0,4,very_sat,very_little,considering,STAY
one,70807,56,44,838186,325,4,1,unsat,very_little,no,STAY
one,23484,206,87,739409,241,25,2,unsat,little,considering,STAY
zero,67689,0,0,977354,349,0,14,avg,very_little,considering,STAY
one,153689,0,0,221065,568,1,14,unsat,little,actively_looking_into_it,STAY
one,146767,56,0,456006,716,20,6,very_sat,high,considering,STAY
zero,20774,81,20,656333,168,5,5,very_sat,little,actively_looking_into_it,LEAVE
one,35669,46,67,695404,248,0,1,very_sat,little,no,STAY
one,92990,48,57,271617,288,5,2,very_unsat,little,considering,STAY
zero,68321,0,0,218571,256,0,8,very_unsat,avg,never_thought,STAY
one,79868,89,0,187793,254,5,12,very_sat,avg,no,LEAVE
zero,88044,0,0,537309,184,1,9,very_sat,very_high,no,STAY
zero,46530,0,58,184215,153,1,1,unsat,little,never_thought,LEAVE
zero,88049,0,9,388943,395,1,5,unsat,very_little,actively_looking_into_it,STAY
zero,114426,67,48,269755,879,3,1,sat,high,considering,STAY
one,107279,238,22,541217,845,22,6,sat,high,never_thought,STAY
zero,80467,0,0,549954,290,0,15,very_unsat,little,considering,STAY
one,101399,176,10,218787,752,13,6,very_unsat,very_high,never_thought,LEAVE
one,159154,61,0,842491,663,3,2,avg,very_high,considering,STAY
one,64826,41,0,438096,329,5,10,very_unsat,high,no,STAY
one,139456,0,0,200120,694,1,11,very_unsat,high,considering,STAY
one,105456,0,6,574182,473,5,6,very_sat,very_high,considering,STAY
zero,146221,240,43,175869,714,23,2,very_unsat,very_little,actively_looking_into_it,STAY
zero,93797,48,23,622426,130,3,6,very_unsat,high,actively_looking_into_it,STAY
one,48965,0,0,995075,230,0,15,very_unsat,very_high,no,LEAVE
one,38451,0,0,863980,149,1,14,very_sat,very_little,never_thought,STAY
zero,44312,0,54,304388,256,1,2,unsat,very_little,no,STAY
one,30157,263,11,637011,198,0,13,very_sat,high,considering,STAY
one,64777,0,8,720317,289,1,6,very_sat,very_high,never_thought,STAY
zero,49804,0,79,518779,182,1,1,very_unsat,very_high,considering,STAY
zero,63333,72,9,395282,337,4,4,very_unsat,very_little,no,STAY
one,143318,67,23,474786,770,3,5,very_unsat,very_little,never_thought,LEAVE
zero,43193,0,0,521533,207,0,13,very_unsat,very_high,considering,STAY
zero,61986,0,19,737232,329,1,4,very_sat,very_little,considering,STAY
one,83798,0,15,200034,333,0,6,unsat,very_high,no,STAY
one,121609,45,79,926144,585,3,2,very_unsat,very_high,perhaps,STAY
one,143897,56,68,486458,660,3,1,very_sat,little,actively_looking_into_it,STAY
one,126134,221,0,580425,720,20,11,very_unsat,little,considering,STAY
zero,82578,52,45,956121,398,4,1,very_unsat,little,perhaps,STAY
one,93783,41,45,765633,378,3,2,very_unsat,very_little,actively_looking_into_it,STAY
zero,38780,53,0,302208,225,5,8,very_sat,very_high,no,STAY
one,21437,28,0,804142,247,3,14,unsat,very_high,considering,STAY
one,67025,225,0,719778,301,28,11,very_unsat,avg,never_thought,STAY
one,96518,123,54,941512,213,20,2,very_unsat,very_high,considering,STAY
zero,29226,225,52,870365,244,24,2,very_sat,little,considering,STAY
one,148492,0,58,178045,510,0,4,very_unsat,very_little,considering,STAY
zero,80250,47,57,595161,302,5,2,avg,little,actively_looking_into_it,LEAVE
zero,31149,182,56,240036,291,28,2,unsat,very_little,perhaps,LEAVE
one,44986,219,0,977398,235,25,11,avg,little,considering,STAY
one,37583,194,0,175349,157,25,9,unsat,very_high,considering,LEAVE
one,35552,0,34,771922,238,1,2,very_unsat,little,never_thought,STAY
zero,56956,0,13,201998,323,0,6,sat,high,perhaps,STAY
one,102226,0,82,926326,408,1,1,avg,little,considering,STAY
one,98023,45,14,198029,251,4,1,very_sat,very_little,considering,STAY
one,59248,73,57,314538,274,5,2,very_unsat,little,actively_looking_into_it,STAY
zero,128317,46,48,834366,660,3,2,very_unsat,high,considering,STAY
zero,42966,64,0,893798,187,4,9,very_unsat,very_high,considering,STAY
one,99762,0,0,845253,295,0,11,very_unsat,avg,never_thought,STAY
zero,127783,0,0,313449,858,1,10,avg,very_high,considering,STAY
one,96199,75,0,583119,321,4,10,avg,very_little,no,STAY
zero,44215,190,10,679200,182,24,6,very_unsat,very_little,considering,STAY
one,40992,62,17,178539,347,3,4,very_unsat,little,actively_looking_into_it,STAY
one,71517,0,28,186218,377,1,1,avg,little,considering,STAY
one,57294,0,0,155649,376,1,11,unsat,high,no,LEAVE
zero,138267,176,30,304801,259,14,2,very_unsat,very_little,actively_looking_into_it,STAY
one,41802,85,12,809907,228,3,1,very_sat,little,no,STAY
one,29352,183,0,545767,219,12,15,unsat,very_high,considering,STAY
one,116611,230,34,212680,752,1,1,very_unsat,very_high,never_thought,LEAVE
one,36951,55,70,596417,226,15,1,sat,high,considering,STAY
zero,23959,77,0,452772,159,4,9,avg,very_little,considering,STAY
one,40939,190,79,686581,236,17,2,unsat,little,considering,STAY
zero,147963,136,24,365970,331,22,6,very_sat,little,actively_looking_into_it,STAY
zero,102425,201,6,964600,838,26,5,very_sat,little,no,STAY
one,151447,156,87,410229,857,29,1,very_unsat,little,considering,STAY
zero,51238,44,0,219309,309,3,11,very_unsat,very_little,actively_looking_into_it,STAY
zero,46873,0,0,456972,142,0,12,very_unsat,very_little,considering,STAY
zero,137917,81,21,583815,240,5,5,unsat,little,considering,STAY
zero,39256,0,0,608969,244,0,8,very_sat,little,no,STAY
zero,47165,230,17,999297,167,15,6,very_unsat,very_little,considering,STAY
zero,150184,68,0,819738,463,5,10,very_unsat,little,no,STAY
one,149003,67,9,315844,632,1,4,unsat,very_high,actively_looking_into_it,STAY
one,118093,0,0,495533,135,1,14,very_unsat,avg,considering,STAY
zero,140911,70,18,799964,701,3,6,very_unsat,very_high,no,STAY
one,95837,0,13,847864,283,0,6,sat,very_high,no,STAY
zero,116240,190,0,976624,163,15,1,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,39748,206,21,155121,136,14,6,very_unsat,very_little,considering,STAY
zero,73389,0,6,262153,383,0,6,very_unsat,very_little,actively_looking_into_it,STAY
one,45824,0,65,175145,203,0,2,avg,high,considering,STAY
one,31625,0,24,877714,238,0,5,unsat,very_high,considering,STAY
one,50871,232,32,608297,381,18,1,unsat,very_little,actively_looking_into_it,STAY
one,46011,0,68,738839,219,0,1,very_unsat,high,considering,STAY
zero,92956,-2,0,816777,274,4,2,very_unsat,very_high,considering,STAY
one,23063,58,83,584103,135,5,1,very_unsat,little,actively_looking_into_it,STAY
zero,31754,61,0,548216,149,3,8,very_unsat,very_high,considering,STAY
zero,30806,49,53,425636,244,4,2,unsat,very_high,actively_looking_into_it,STAY
zero,64718,38,30,856200,250,4,1,avg,very_little,actively_looking_into_it,STAY
zero,63639,181,0,434003,368,1,10,very_unsat,little,considering,STAY
zero,98336,0,0,208910,290,0,11,very_sat,little,considering,STAY
zero,57165,197,79,531965,329,12,1,very_sat,high,never_thought,STAY
one,126058,0,18,780160,732,0,4,very_unsat,high,considering,STAY
one,128090,207,42,952989,583,11,1,avg,little,perhaps,STAY
one,64599,145,83,369688,287,14,2,very_unsat,high,no,STAY
one,132105,215,10,709371,427,21,5,sat,very_high,actively_looking_into_it,STAY
one,112564,156,14,788473,613,15,2,avg,avg,actively_looking_into_it,LEAVE
one,131646,0,0,199461,517,1,12,unsat,very_high,perhaps,STAY
one,47221,125,0,194170,825,18,11,very_unsat,little,considering,LEAVE
one,24570,52,11,877173,132,5,6,very_unsat,little,never_thought,STAY
one,49581,198,6,894970,156,22,5,very_unsat,little,no,LEAVE
zero,109392,0,17,393631,672,0,4,very_unsat,very_high,no,STAY
one,28361,0,19,624448,186,0,4,very_sat,little,actively_looking_into_it,STAY
zero,21242,65,12,868877,154,4,4,very_sat,very_little,considering,STAY
zero,114930,157,0,430761,505,1,11,very_unsat,very_little,no,STAY
one,41593,66,60,921854,137,3,1,very_sat,little,no,STAY
zero,151673,0,85,450071,652,1,1,avg,little,considering,STAY
one,41890,249,0,263258,218,26,8,very_sat,very_high,considering,STAY
one,89120,159,84,430907,382,19,2,unsat,high,considering,STAY
one,96905,0,76,823207,417,1,1,unsat,little,no,STAY
zero,22922,203,23,182105,141,15,6,unsat,very_high,never_thought,LEAVE
one,46104,0,19,240765,190,0,6,very_sat,very_high,actively_looking_into_it,STAY
zero,23944,0,0,657368,185,0,9,very_unsat,high,considering,LEAVE
one,47929,0,28,381762,152,0,1,avg,very_high,actively_looking_into_it,LEAVE
one,39631,171,16,337302,210,22,5,very_sat,little,considering,LEAVE
zero,141929,54,0,530227,770,5,11,unsat,very_high,considering,STAY
one,35568,0,0,178079,163,1,12,very_unsat,little,considering,STAY
one,87212,154,34,969364,275,26,1,very_sat,very_high,considering,STAY
zero,127090,181,60,966184,818,18,1,very_sat,very_little,actively_looking_into_it,STAY
one,95773,0,14,869634,339,0,6,unsat,very_high,considering,STAY
one,147783,0,0,250466,846,0,12,very_unsat,avg,actively_looking_into_it,STAY
one,134675,92,49,331913,672,3,2,very_sat,high,considering,LEAVE
one,148539,0,0,581546,609,0,14,very_sat,very_high,considering,STAY
one,60789,53,9,583721,305,3,5,very_sat,very_little,considering,STAY
one,107693,66,52,786286,815,24,1,very_unsat,very_high,considering,STAY
one,83122,0,80,917779,319,1,1,unsat,very_high,considering,STAY
one,20273,0,30,213798,138,0,5,very_sat,very_high,actively_looking_into_it,STAY
zero,139227,0,0,159892,416,0,11,sat,very_high,considering,STAY
one,43327,84,30,401109,233,5,1,sat,very_high,no,STAY
one,72504,62,8,452743,386,5,5,unsat,very_little,considering,STAY
one,45926,0,0,400692,154,1,15,unsat,high,considering,LEAVE
zero,95017,245,21,773653,354,24,1,very_sat,high,considering,STAY
zero,100480,0,21,791763,560,0,5,very_unsat,avg,actively_looking_into_it,STAY
one,104731,213,10,254198,591,27,5,very_unsat,little,never_thought,LEAVE
zero,128955,33,0,560829,407,3,5,avg,very_high,actively_looking_into_it,STAY
zero,122297,84,28,300033,690,4,1,very_unsat,very_high,perhaps,STAY
one,26438,0,57,454360,209,1,1,sat,very_high,considering,STAY
one,76577,166,62,550186,386,13,1,very_unsat,little,never_thought,STAY
zero,89160,184,0,660051,349,29,14,unsat,high,no,STAY
zero,122703,0,21,446318,702,0,6,very_unsat,very_little,no,STAY
zero,112866,209,0,526237,836,27,11,avg,little,actively_looking_into_it,STAY
one,85184,0,0,785574,282,1,10,very_unsat,very_high,considering,STAY
one,34574,0,0,780778,164,0,14,very_unsat,very_high,considering,STAY
zero,26085,73,19,537449,358,4,4,unsat,little,actively_looking_into_it,LEAVE
zero,35724,234,77,933298,194,25,1,very_unsat,little,no,STAY
one,38600,76,52,224747,320,3,2,unsat,little,perhaps,STAY
zero,155503,71,27,840548,628,4,1,unsat,little,never_thought,STAY
zero,100253,0,23,176085,791,11,12,very_unsat,little,actively_looking_into_it,STAY
zero,33016,157,77,591308,188,29,2,very_unsat,high,no,STAY
zero,75827,0,58,169117,264,1,2,very_sat,little,no,STAY
one,44466,0,78,211623,315,0,11,very_unsat,high,perhaps,STAY
zero,50554,74,18,837079,344,3,5,very_unsat,high,considering,STAY
zero,30779,74,0,739195,232,5,5,unsat,very_little,considering,STAY
zero,21999,36,17,879201,152,3,14,sat,little,actively_looking_into_it,STAY
one,34922,206,24,901242,191,28,4,very_unsat,very_high,considering,STAY
one,28126,0,0,176410,171,1,12,very_sat,avg,considering,LEAVE
one,113504,57,24,809188,192,3,5,very_unsat,high,no,STAY
zero,61741,0,8,912220,384,1,4,unsat,little,no,STAY
zero,57697,233,9,245782,269,11,5,very_sat,very_high,actively_looking_into_it,LEAVE
one,26923,0,12,712433,151,1,6,very_sat,very_little,actively_looking_into_it,STAY
one,133626,60,0,558478,864,3,11,avg,little,considering,STAY
one,121241,0,6,365803,566,0,6,avg,high,no,STAY
zero,70376,0,18,274986,382,1,6,unsat,little,considering,STAY
one,41817,192,0,163826,244,1,14,very_unsat,high,never_thought,STAY
zero,34071,20,0,602488,180,3,10,avg,very_high,considering,STAY
one,87943,0,13,295755,271,1,4,very_unsat,very_high,considering,STAY
zero,36021,0,0,496972,253,0,11,unsat,little,considering,LEAVE
zero,42303,0,0,299786,165,0,10,very_sat,very_high,perhaps,STAY
zero,61188,79,18,421811,292,1,4,very_unsat,very_high,considering,STAY
zero,40572,0,55,169722,182,0,1,sat,little,considering,STAY
one,40653,193,0,718022,182,12,15,very_unsat,high,never_thought,STAY
one,147362,65,86,297415,482,5,2,very_sat,very_little,no,STAY
one,140520,181,0,217306,535,18,4,very_unsat,very_high,actively_looking_into_it,STAY
zero,133947,0,11,353001,441,0,6,very_unsat,very_little,considering,STAY
zero,34101,229,0,409110,158,28,15,avg,little,actively_looking_into_it,LEAVE
zero,92301,0,35,186140,289,1,2,sat,little,perhaps,LEAVE
one,147358,50,63,793559,810,3,1,unsat,very_high,no,LEAVE
one,125587,31,40,362455,429,3,1,very_unsat,very_high,considering,STAY
one,64895,0,0,797616,311,0,13,unsat,very_high,no,STAY
one,52876,75,0,773613,451,5,9,avg,little,no,STAY
one,134112,0,58,458419,807,0,2,very_unsat,little,actively_looking_into_it,STAY
zero,35570,210,42,945176,194,12,2,very_sat,very_high,considering,STAY
one,28962,0,62,778035,234,1,1,very_sat,very_little,considering,STAY
one,82445,0,21,410465,295,1,4,unsat,high,considering,STAY
one,47947,78,58,253924,141,3,1,very_sat,little,no,STAY
zero,42804,44,38,431373,170,0,1,avg,little,no,STAY
one,113767,84,88,828724,667,3,1,very_unsat,very_high,actively_looking_into_it,STAY
zero,26352,42,0,715813,177,3,8,unsat,very_little,no,STAY
zero,46850,201,5,981862,177,10,4,very_unsat,very_little,considering,STAY
